person_w_disabilty___1,person_w_disabilty___2,person_w_disabilty___3,person_w_disabilty___4,person_w_disabilty___5,person_w_disabilty___6,person_w_disabilty___7,activities_access___1,activities_access___2,activities_access___3,activities_access___4,activities_access___5,activities_access___6,income,age,zip_cd
0,1,0,0,0,0,0,1,0,0,0,0,0,2,4,80005
1,0,0,1,0,0,0,1,0,0,0,0,0,6,8,15131
0,1,1,0,0,0,0,1,0,0,0,0,0,4,4,8876
1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,15213
0,1,1,1,1,1,0,1,0,0,0,0,0,1,8,8822
0,0,0,1,0,0,0,1,0,0,0,0,0,3,4,99502
1,1,0,0,0,0,0,1,0,0,0,0,0,4,5,99504
0,0,0,1,0,0,0,1,0,0,0,0,0,3,4,99503
1,0,1,0,0,0,0,1,0,0,0,0,0,3,3,48317
0,1,0,0,0,0,0,1,0,0,0,0,0,3,3,90670
1,0,1,0,0,0,0,1,0,0,0,0,0,3,3,98122
0,0,0,1,1,0,0,1,0,0,0,0,0,0,8,65203
0,0,1,0,0,0,0,1,0,0,0,0,0,3,7,58533
0,0,1,0,0,0,0,1,0,0,0,0,0,3,7,60614
0,0,1,0,0,0,0,1,0,0,0,0,0,3,7,37029
0,0,0,1,0,0,0,1,0,0,0,0,0,4,6,85042
0,0,0,1,0,0,0,1,0,0,0,0,0,4,7,16509
0,0,0,1,1,0,0,1,0,0,0,0,0,1,3,15642
0,0,1,0,0,1,0,1,0,0,0,0,0,2,6,65203
1,0,0,0,0,0,1,1,0,0,0,0,0,6,8,15010
0,0,0,0,0,0,1,1,0,0,0,0,0,0,7,15701
0,0,0,0,0,0,1,1,0,0,0,0,0,2,8,15668
0,0,0,0,0,0,1,1,0,0,0,0,0,4,7,15243
0,0,0,0,0,0,1,1,0,0,0,0,0,6,7,15212
0,0,0,1,0,1,0,1,0,0,0,0,0,0,7,16101
0,0,0,0,0,0,1,1,0,0,0,0,0,4,7,15478
0,0,0,1,0,0,0,1,0,0,0,0,0,6,7,60502
0,0,0,0,0,1,0,1,0,0,0,0,0,3,3,60901
0,0,0,1,0,0,0,1,0,0,0,0,0,6,7,60502
1,0,0,1,0,0,0,1,0,0,0,0,0,2,6,60644
0,0,0,1,1,1,1,1,0,0,0,0,0,5,6,60453
0,0,0,1,0,0,0,1,0,0,0,0,0,0,3,60640
0,0,1,0,0,0,0,1,0,0,0,0,0,5,4,60120
1,0,0,1,0,1,0,1,0,0,0,0,0,0,6,61371
0,0,0,0,0,0,1,1,0,0,0,0,0,0,7,85281
0,0,1,1,1,1,0,1,0,0,0,0,0,4,7,15670
0,0,0,1,0,0,0,1,0,0,0,0,0,3,6,97470
0,0,0,1,0,0,0,1,0,0,0,0,0,4,7,15122
0,0,0,0,0,0,1,1,0,0,0,0,0,0,7,55313
1,1,1,1,0,0,0,0,1,0,0,0,0,2,3,14580
0,0,1,0,0,0,0,0,1,0,0,0,0,0,5,8901
0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,37203
0,0,0,1,0,0,0,0,1,0,0,0,0,4,3,99503
0,1,1,0,0,0,0,0,1,0,0,0,0,3,4,99501
0,0,0,1,0,0,0,0,1,0,0,0,0,4,5,99502
0,0,1,1,0,0,0,0,1,0,0,0,0,3,4,99502
0,0,0,1,0,0,0,0,1,0,0,0,0,3,3,99501
0,0,1,0,0,0,0,0,1,0,0,0,0,3,4,11701
0,0,1,0,0,0,0,0,1,0,0,0,0,4,3,14094
0,0,1,0,0,0,0,0,1,0,0,0,0,2,7,78628
0,0,0,1,0,0,0,0,1,0,0,0,0,2,5,7514
0,0,1,0,0,1,0,0,1,0,0,0,0,0,3,8831
1,0,0,0,0,0,0,0,1,0,0,0,0,4,7,73507
0,0,1,1,0,0,0,1,1,0,0,0,0,3,5,8837
0,0,0,1,1,0,0,1,1,0,0,0,0,4,3,99501
0,0,0,1,0,0,0,1,1,0,0,0,0,4,3,99502
0,0,1,0,0,0,0,1,1,0,0,0,0,3,3,99504
0,1,0,0,0,0,0,1,1,0,0,0,0,4,4,99504
0,0,1,1,0,0,0,1,1,0,0,0,0,3,4,99503
0,1,0,0,0,0,0,1,1,0,0,0,0,4,3,99502
0,0,0,1,0,0,0,1,1,0,0,0,0,4,3,99503
0,0,1,1,0,0,0,1,1,0,0,0,0,4,3,99503
0,0,0,1,0,0,0,1,1,0,0,0,0,5,3,99501
0,1,0,1,0,0,0,1,1,0,0,0,0,4,4,68967
1,0,1,0,0,0,0,1,1,0,0,0,0,4,4,61761
0,0,0,1,0,0,0,1,1,0,0,0,0,5,4,90001
0,0,0,1,1,0,0,1,1,0,0,0,0,4,8,76541
0,0,0,0,0,0,1,1,1,0,0,0,0,6,7,15238
0,0,0,0,0,0,1,1,1,0,0,0,0,5,8,7461
1,1,0,1,0,0,1,1,1,0,0,0,0,6,8,85281
1,1,1,0,0,0,0,0,0,1,0,0,0,4,7,92685
0,1,0,0,0,0,0,0,0,1,0,0,0,6,7,92526
0,1,0,0,0,0,0,0,0,1,0,0,0,2,3,90014
0,0,1,1,1,1,0,0,0,1,0,0,0,1,2,8055
0,1,0,0,0,1,0,0,0,1,0,0,0,1,5,7044
0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,35242
0,0,1,0,0,0,0,0,0,1,0,0,0,0,6,7028
0,0,1,0,0,0,0,0,0,1,0,0,0,3,4,45014
0,0,0,1,0,0,0,0,0,1,0,0,0,4,7,15005
0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,7001
0,0,0,1,0,0,0,0,0,1,0,0,0,6,5,61874
1,1,0,0,0,0,0,0,0,1,0,0,0,5,6,0
0,0,0,1,0,0,0,0,0,1,0,0,0,4,5,60140
0,0,0,1,0,0,0,0,0,1,0,0,0,0,6,60012
1,0,0,1,0,0,0,0,0,1,0,0,0,4,5,60056
0,0,0,0,0,0,1,0,0,1,0,0,0,4,3,28144
0,0,1,0,0,0,0,1,0,1,0,0,0,1,2,21217
0,0,1,0,1,1,0,1,0,1,0,0,0,3,6,7054
0,1,0,0,0,0,0,1,0,1,0,0,0,0,7,21214
0,0,1,0,0,1,0,1,0,1,0,0,0,6,6,15017
0,0,1,0,0,0,0,1,0,1,0,0,0,3,4,22090
0,0,1,0,1,1,0,1,0,1,0,0,0,0,6,7631
0,0,0,1,1,0,0,1,0,1,0,0,0,6,6,92037
0,0,0,1,0,0,0,1,0,1,0,0,0,3,3,60505
0,0,1,0,0,1,0,1,0,1,0,0,0,2,3,15221
0,0,1,0,1,0,0,0,1,1,0,0,0,3,4,29356
0,0,1,0,0,0,0,1,1,1,0,0,0,5,2,6516
0,1,1,1,0,0,0,1,1,1,0,0,0,3,7,63010
0,0,0,0,0,1,0,1,1,1,0,0,0,0,2,7070
0,0,0,1,0,0,0,1,1,1,0,0,0,0,2,6351
0,0,0,1,0,0,0,1,1,1,0,0,0,5,2,60074
0,0,0,1,0,0,0,1,1,1,0,0,0,0,2,54115
0,0,0,1,0,0,0,1,1,1,0,0,0,4,4,60651
0,1,1,1,0,0,0,0,0,0,1,0,0,5,7,90019
1,0,1,1,0,1,0,0,0,0,1,0,0,0,8,98043
0,0,0,1,0,0,0,1,0,0,1,0,0,0,6,18630
0,1,0,0,0,0,0,1,0,0,1,0,0,2,4,30165
1,0,0,0,0,1,0,1,0,0,1,0,0,4,3,79414
0,0,0,1,0,0,0,1,0,0,1,0,0,3,3,60563
0,0,0,1,0,0,0,1,0,0,1,0,0,0,6,6492
0,0,0,1,0,0,0,1,0,0,1,0,0,5,6,22041
0,1,0,0,0,0,0,1,0,0,1,0,0,3,2,91354
0,0,0,1,0,0,0,1,0,0,1,0,0,3,8,15147
0,0,0,0,0,0,1,1,0,0,1,0,0,0,7,29585
0,0,0,0,0,0,1,1,0,0,1,0,0,2,7,15236
0,0,0,0,0,0,1,1,0,0,1,0,0,0,8,15146
0,0,0,0,0,0,1,1,0,0,1,0,0,2,7,15084
0,0,0,0,0,0,1,1,0,0,1,0,0,4,7,16686
0,0,0,0,0,0,1,1,0,0,1,0,0,3,8,15201
1,0,0,1,0,0,1,1,0,0,1,0,0,2,8,15120
0,0,0,0,0,1,0,1,0,0,1,0,0,1,7,15212
0,0,0,0,0,0,1,1,0,0,1,0,0,6,8,15232
0,0,0,0,0,0,1,1,0,0,1,0,0,6,7,60101
0,0,0,0,0,0,1,1,0,0,1,0,0,0,8,85281
0,0,0,1,1,0,0,1,0,0,1,0,0,3,5,53142
0,0,0,1,1,1,0,1,0,0,1,0,0,6,6,24185
0,0,0,1,0,0,1,1,0,0,1,0,0,5,7,15101
0,0,0,1,1,1,1,1,0,0,1,0,0,0,7,16105
0,1,0,0,1,0,0,0,1,0,1,0,0,3,3,28633
0,0,1,0,0,0,0,0,1,0,1,0,0,3,3,20170
0,0,1,0,1,0,0,0,1,0,1,0,0,3,3,29356
0,0,1,0,1,0,0,0,1,0,1,0,0,3,4,11214
0,0,0,1,1,0,0,0,1,0,1,0,0,4,3,55411
1,0,0,0,0,1,0,0,1,0,1,0,0,1,5,32312
0,0,1,1,1,1,0,1,1,0,1,0,0,6,5,16635
0,1,1,1,1,0,0,1,1,0,1,0,0,0,5,80129
0,0,1,0,0,0,0,1,1,0,1,0,0,3,7,7405
0,0,0,1,0,0,0,1,1,0,1,0,0,4,4,23606
1,0,1,0,0,1,0,1,1,0,1,0,0,1,4,98367
0,0,0,1,0,0,0,1,1,0,1,0,0,5,7,92672
0,0,0,1,0,0,0,1,1,0,1,0,0,5,8,67002
0,0,0,1,0,0,0,1,1,0,1,0,0,6,7,92672
0,0,0,1,0,0,0,1,1,0,1,0,0,0,6,20746
0,0,0,1,1,1,1,1,1,0,1,0,0,4,7,92019
0,0,0,1,0,0,1,1,1,0,1,0,0,2,7,14710
0,0,0,0,0,0,1,1,1,0,1,0,0,6,8,15017
0,0,0,0,0,0,1,1,1,0,1,0,0,4,8,15217
0,0,0,0,0,0,1,1,1,0,1,0,0,0,8,85281
1,0,0,1,0,0,1,1,1,0,1,0,0,4,8,85281
0,0,0,1,0,0,0,1,1,0,1,0,0,5,4,60618
0,0,0,0,0,1,0,1,1,0,1,0,0,4,2,60478
0,0,1,1,1,1,0,1,1,0,1,0,0,6,4,60442
0,0,0,0,0,0,1,1,1,0,1,0,0,3,8,85281
0,0,0,0,0,1,0,0,0,1,1,0,0,0,6,7006
0,0,0,1,0,0,0,1,0,1,1,0,0,0,6,7601
0,0,1,0,1,0,0,1,0,1,1,0,0,4,4,13350
0,0,0,1,0,0,0,1,0,1,1,0,0,3,5,11377
0,0,0,1,0,0,0,1,0,1,1,0,0,3,7,15219
0,0,0,1,0,0,0,1,0,1,1,0,0,6,5,60404
0,0,0,1,0,0,0,0,1,1,1,0,0,6,4,29730
0,0,0,1,0,0,0,0,1,1,1,0,0,1,5,28205
0,0,0,1,1,0,0,1,1,1,1,0,0,3,3,94103
0,0,0,1,0,0,0,1,1,1,1,0,0,6,4,29907
0,0,0,1,1,1,0,1,1,1,1,0,0,3,4,40046
0,0,0,1,1,1,0,0,0,0,0,1,0,0,5,15074
0,0,1,0,1,0,0,0,0,0,0,1,0,1,6,28715
0,0,1,0,0,0,0,0,0,0,0,1,0,1,3,30518
0,0,0,1,0,0,0,0,0,0,0,1,0,0,7,11377
0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,11758
0,0,0,0,0,0,1,0,0,0,0,1,0,2,3,87111
0,0,0,1,1,1,0,1,0,0,0,1,0,1,2,32601
0,0,0,1,0,0,0,1,0,0,0,1,0,2,8,7024
0,0,0,1,0,1,0,1,0,0,0,1,0,3,3,92614
0,1,0,0,0,1,0,1,0,0,0,1,0,3,3,38339
0,0,0,0,1,0,0,1,0,0,0,1,0,3,4,19968
0,1,0,1,0,1,0,1,0,0,0,1,0,3,6,8879
0,0,0,0,0,0,1,1,0,0,0,1,0,0,7,85281
0,0,1,0,0,0,0,1,0,0,0,1,0,3,4,28348
0,0,0,1,0,0,0,1,0,0,0,1,0,4,7,60089
0,0,1,1,0,0,0,0,1,0,0,1,0,2,3,28334
0,0,1,1,0,0,0,0,1,0,0,1,0,2,4,27601
0,0,1,0,0,0,0,0,1,0,0,1,0,2,3,20170
0,0,0,1,0,0,0,0,1,0,0,1,0,3,3,17057
0,1,0,0,1,0,0,0,1,0,0,1,0,3,3,31060
0,1,0,0,1,0,0,0,1,0,0,1,0,3,3,24153
1,0,1,0,0,0,0,0,1,0,0,1,0,1,3,98198
1,0,0,0,1,0,0,0,1,0,0,1,0,2,3,95758
1,0,0,0,0,0,0,1,1,0,0,1,0,4,4,33137
0,0,0,1,0,0,1,1,1,0,0,1,0,4,8,15213
0,1,1,1,0,1,0,1,1,0,0,1,0,4,4,60608
0,0,1,0,0,0,0,0,0,1,0,1,0,3,3,21144
0,0,1,0,1,0,0,0,0,1,0,1,0,4,4,17057
0,0,1,0,1,0,0,0,0,1,0,1,0,4,4,27513
0,0,1,0,0,0,0,0,0,1,0,1,0,2,3,33138
0,0,1,0,0,0,0,0,0,1,0,1,0,3,3,28206
0,0,1,0,0,0,0,0,0,1,0,1,0,4,4,90021
0,0,0,1,0,0,0,0,0,1,0,1,0,4,6,35473
0,1,0,0,0,0,0,1,0,1,0,1,0,4,7,91504
0,0,0,1,0,0,0,1,0,1,0,1,0,3,4,91789
0,0,0,1,0,0,0,1,0,1,0,1,0,6,4,8822
1,0,0,0,0,0,0,1,0,1,0,1,0,5,7,60457
0,0,0,1,0,0,0,1,0,1,0,1,0,2,5,15237
0,0,1,1,1,1,0,1,0,1,0,1,0,0,7,29585
0,1,1,1,0,0,0,1,0,1,0,1,0,1,2,75228
0,1,0,1,1,1,0,1,0,1,0,1,0,0,8,15232
0,0,1,0,1,0,0,0,1,1,0,1,0,4,4,10001
0,0,1,1,0,0,0,0,1,1,0,1,0,3,4,13501
0,0,1,0,1,1,0,1,1,1,0,1,0,0,5,7016
0,0,0,1,0,0,0,0,0,0,1,1,0,2,4,80643
0,0,0,0,0,0,1,0,0,0,1,1,0,0,7,15232
0,1,0,1,1,1,0,1,0,0,1,1,0,6,6,90056
0,0,1,1,1,1,0,1,0,0,1,1,0,6,6,97701
0,0,0,1,0,0,0,1,0,0,1,1,0,3,7,73132
0,0,0,1,0,0,0,1,0,0,1,1,0,4,7,85301
0,0,0,1,1,0,0,1,0,0,1,1,0,0,7,15101
0,0,0,1,0,0,0,1,0,0,1,1,0,6,8,51566
0,1,0,1,0,1,0,1,0,0,1,1,0,2,2,11230
1,0,0,1,0,0,1,1,0,0,1,1,0,0,8,16066
0,0,0,1,0,0,0,1,0,0,1,1,0,4,4,60532
1,0,0,1,1,1,0,1,0,0,1,1,0,4,5,46979
0,0,0,1,0,0,0,1,0,0,1,1,0,2,6,92544
1,0,0,0,0,0,0,0,1,0,1,1,0,2,3,33015
0,0,0,1,0,0,0,0,1,0,1,1,0,3,7,37208
0,0,1,0,0,0,0,0,1,0,1,1,0,4,7,55401
1,0,0,0,0,1,0,1,1,0,1,1,0,6,8,7640
1,1,1,1,1,0,0,1,1,0,1,1,0,0,4,8886
1,0,0,1,0,1,0,1,1,0,1,1,0,0,5,7461
0,0,0,1,0,0,0,1,1,0,1,1,0,4,7,16701
1,0,1,1,0,0,0,1,1,0,1,1,0,2,7,8723
0,0,0,1,0,0,0,1,1,0,1,1,0,6,3,44406
0,0,0,0,0,0,1,1,1,0,1,1,0,0,8,15232
0,0,0,0,0,0,1,1,1,0,1,1,0,0,7,15237
0,0,0,0,0,0,1,1,1,0,1,1,0,5,7,98144
0,0,0,1,0,1,1,1,1,0,1,1,0,3,8,15139
0,0,0,1,0,1,0,1,1,0,1,1,0,5,7,60620
1,1,1,1,1,0,0,1,1,0,1,1,0,1,6,93703
0,0,1,0,0,1,0,0,0,1,1,1,0,6,7,8550
0,0,1,0,1,1,0,1,0,1,1,1,0,1,6,7111
0,0,1,0,0,0,0,1,0,1,1,1,0,1,3,7032
0,0,1,0,0,0,0,1,0,1,1,1,0,6,7,7928
0,0,0,1,1,1,0,1,1,1,1,1,0,3,4,5401
0,0,0,0,0,1,0,1,1,1,1,1,0,5,6,15601
0,1,0,0,0,0,0,1,1,1,1,1,0,2,6,15217
1,0,1,0,0,0,0,1,1,1,1,1,0,0,1,11717
1,0,0,1,0,0,0,0,0,0,0,0,1,3,3,17112
0,0,0,0,0,1,0,0,0,0,0,0,1,0,4,8542
0,0,1,1,0,0,0,0,0,0,0,0,1,4,5,28451
0,0,0,0,0,1,0,0,0,0,0,0,1,4,4,93013
0,0,0,0,0,1,0,0,0,0,0,0,1,3,2,94118
0,0,0,1,0,0,0,0,0,0,0,0,1,0,5,15227
0,0,0,1,0,0,0,0,0,0,0,0,1,6,4,15237
0,0,0,1,0,0,0,0,0,0,0,0,1,3,6,15209
0,0,0,0,0,0,1,0,0,0,0,0,1,5,7,60016
0,0,0,1,0,0,0,0,0,0,0,0,1,4,4,60007
0,0,0,0,0,0,1,0,0,0,0,0,1,0,7,60402
0,0,0,1,0,0,0,1,0,0,0,0,1,4,5,19107
0,0,0,1,1,1,0,1,0,0,0,0,1,6,7,53575
0,0,0,1,0,0,0,1,0,0,0,0,1,5,7,15122
0,0,0,1,0,0,0,1,0,0,0,0,1,4,6,33908
1,0,0,1,0,0,0,1,0,0,0,0,1,6,7,92069
0,0,0,0,0,0,1,1,0,0,0,0,1,0,8,15668
0,0,0,0,0,0,1,1,0,0,0,0,1,6,7,15217
0,0,0,0,0,0,1,1,0,0,0,0,1,5,8,15206
0,0,0,0,0,0,1,1,0,0,0,0,1,0,7,15210
0,0,0,0,0,0,1,1,0,0,0,0,1,6,8,85281
0,0,0,0,0,0,1,1,0,0,0,0,1,6,7,85281
0,0,0,1,0,0,0,1,0,0,0,0,1,2,2,60623
1,0,0,0,0,0,1,1,0,0,0,0,1,6,7,15232
0,0,0,1,0,1,0,1,0,0,0,0,1,3,5,30013
0,0,1,0,0,0,0,1,0,0,0,0,1,0,2,19810
0,0,0,1,1,0,0,1,0,0,0,0,1,3,5,16510
0,0,0,1,0,0,0,0,1,0,0,0,1,3,4,32301
0,1,0,0,0,1,0,0,1,0,0,0,1,4,3,32713
0,1,0,0,0,0,0,0,1,0,0,0,1,3,3,30043
1,1,0,0,0,0,1,0,1,0,0,0,1,5,7,60178
0,1,1,1,1,1,0,1,1,0,0,0,1,3,6,8077
0,0,0,1,0,0,0,1,1,0,0,0,1,3,3,10451
0,0,0,1,0,0,0,1,1,0,0,0,1,2,3,11572
0,0,0,0,0,0,1,1,1,0,0,0,1,0,8,15213
0,0,0,0,0,0,1,1,1,0,0,0,1,5,8,15116
0,0,0,0,0,0,1,1,1,0,0,0,1,6,7,85281
0,0,0,0,0,0,1,1,1,0,0,0,1,0,7,85281
0,0,0,0,1,0,0,1,1,0,0,0,1,0,7,53005
0,0,0,0,0,0,1,1,1,0,0,0,1,5,8,85281
0,0,1,1,1,1,0,1,1,0,0,0,1,6,6,85282
0,0,0,1,0,0,0,0,0,1,0,0,1,3,4,29356
0,0,1,0,0,1,0,1,0,1,0,0,1,3,3,7834
0,0,0,1,0,0,0,1,0,1,0,0,1,5,4,15042
0,1,1,0,0,0,0,1,0,1,0,0,1,6,6,15207
0,1,1,1,1,1,0,1,0,1,0,0,1,3,2,55112
0,0,1,0,1,1,0,0,1,1,0,0,1,5,5,8501
0,0,1,0,0,1,0,0,0,0,1,0,1,3,4,2906
0,0,0,1,0,0,1,0,0,0,1,0,1,6,7,15238
0,1,0,0,0,0,1,0,0,0,1,0,1,6,8,85281
0,1,0,0,0,0,1,0,0,0,1,0,1,6,8,85281
0,0,0,1,0,0,0,1,0,0,1,0,1,0,6,13118
