eps1, min_samples1, n_clusters_, n_noise_
501, 9, 17, 168
501, 10, 17, 183
501, 11, 16, 199
501, 12, 15, 209
501, 13, 15, 218
501, 14, 13, 262
501, 15, 10, 297
501, 16, 10, 299
501, 17, 10, 310
501, 18, 7, 362
501, 19, 7, 362
511, 1, 58, 0
511, 2, 43, 15
511, 3, 36, 29
511, 4, 33, 40
511, 5, 29, 67
511, 6, 27, 82
511, 7, 19, 139
511, 8, 18, 155
511, 9, 17, 164
511, 10, 17, 178
511, 11, 16, 194
511, 12, 15, 205
511, 13, 15, 212
511, 14, 13, 256
511, 15, 10, 296
511, 16, 10, 298
511, 17, 10, 307
511, 18, 7, 358
511, 19, 7, 358
521, 1, 58, 0
521, 2, 43, 15
521, 3, 36, 29
521, 4, 33, 40
521, 5, 29, 67
521, 6, 27, 82
521, 7, 19, 136
521, 8, 18, 152
521, 9, 17, 164
521, 10, 17, 178
521, 11, 16, 191
521, 12, 15, 205
521, 13, 15, 212
521, 14, 12, 255
521, 15, 12, 262
521, 16, 11, 279
521, 17, 10, 304
521, 18, 7, 355
521, 19, 7, 355
531, 1, 55, 0
531, 2, 41, 14
531, 3, 35, 26
531, 4, 32, 38
531, 5, 28, 65
531, 6, 26, 80
531, 7, 19, 125
531, 8, 18, 152
531, 9, 17, 164
531, 10, 17, 178
531, 11, 16, 188
531, 12, 15, 204
531, 13, 15, 208
531, 14, 14, 225
531, 15, 12, 258
531, 16, 11, 279
531, 17, 10, 301
531, 18, 7, 355
531, 19, 7, 355
541, 1, 54, 0
541, 2, 40, 14
541, 3, 34, 26
541, 4, 32, 37
541, 5, 28, 64
541, 6, 26, 79
541, 7, 19, 124
541, 8, 18, 150
541, 9, 18, 154
541, 10, 17, 174
541, 11, 16, 183
541, 12, 16, 186
541, 13, 15, 205
541, 14, 14, 219
541, 15, 12, 254
541, 16, 11, 279
541, 17, 10, 300
541, 18, 7, 352
541, 19, 7, 352
551, 1, 50, 0
551, 2, 37, 13
551, 3, 32, 23
551, 4, 30, 34
551, 5, 28, 53
551, 6, 25, 77
551, 7, 20, 110
551, 8, 17, 143
551, 9, 18, 150
551, 10, 16, 170
551, 11, 16, 177
551, 12, 16, 180
551, 13, 15, 201
551, 14, 14, 215
551, 15, 13, 235
551, 16, 12, 263
551, 17, 10, 300
551, 18, 7, 352
551, 19, 7, 352
561, 1, 49, 0
561, 2, 36, 13
561, 3, 31, 23
561, 4, 29, 34
561, 5, 27, 52
561, 6, 24, 76
561, 7, 20, 103
561, 8, 18, 130
561, 9, 18, 133
561, 10, 16, 156
561, 11, 16, 173
561, 12, 16, 180
561, 13, 15, 201
561, 14, 14, 215
561, 15, 13, 232
561, 16, 12, 260
561, 17, 10, 296
561, 18, 9, 315
561, 19, 8, 333
571, 1, 49, 0
571, 2, 36, 13
571, 3, 31, 23
571, 4, 29, 34
571, 5, 27, 52
571, 6, 24, 76
571, 7, 20, 102
571, 8, 19, 122
571, 9, 18, 133
571, 10, 16, 154
571, 11, 16, 171
571, 12, 16, 178
571, 13, 15, 199
571, 14, 14, 212
571, 15, 14, 214
571, 16, 13, 241
571, 17, 10, 296
571, 18, 9, 314
571, 19, 8, 333
581, 1, 48, 0
581, 2, 35, 13
581, 3, 30, 23
581, 4, 28, 33
581, 5, 26, 51
581, 6, 23, 74
581, 7, 20, 94
581, 8, 19, 118
581, 9, 17, 133
581, 10, 15, 153
581, 11, 14, 171
581, 12, 16, 176
581, 13, 15, 198
581, 14, 14, 211
581, 15, 14, 212
581, 16, 13, 240
581, 17, 11, 276
581, 18, 9, 314
581, 19, 8, 332
591, 1, 48, 0
591, 2, 35, 13
591, 3, 30, 23
591, 4, 28, 33
591, 5, 25, 51
591, 6, 22, 74
591, 7, 19, 94
591, 8, 19, 114
591, 9, 17, 132
591, 10, 15, 152
591, 11, 15, 160
591, 12, 14, 176
591, 13, 15, 197
591, 14, 14, 211
591, 15, 14, 212
591, 16, 13, 233
591, 17, 11, 271
591, 18, 9, 308
591, 19, 9, 312
601, 1, 46, 0
601, 2, 34, 12
601, 3, 29, 22
601, 4, 27, 29
601, 5, 23, 49
601, 6, 22, 67
601, 7, 21, 78
601, 8, 19, 113
601, 9, 17, 131
601, 10, 15, 151
601, 11, 15, 159
601, 12, 14, 176
601, 13, 15, 196
601, 14, 14, 210
601, 15, 14, 211
601, 16, 13, 231
601, 17, 11, 264
601, 18, 9, 306
601, 19, 9, 306
611, 1, 46, 0
611, 2, 34, 12
611, 3, 29, 22
611, 4, 27, 29
611, 5, 23, 46
611, 6, 22, 67
611, 7, 21, 78
611, 8, 18, 112
611, 9, 17, 127
611, 10, 15, 149
611, 11, 15, 157
611, 12, 14, 173
611, 13, 14, 195
611, 14, 14, 209
611, 15, 14, 210
611, 16, 13, 230
611, 17, 11, 263
611, 18, 9, 306
611, 19, 9, 306
621, 1, 45, 0
621, 2, 33, 12
621, 3, 29, 20
621, 4, 27, 28
621, 5, 24, 41
621, 6, 20, 65
621, 7, 20, 76
621, 8, 17, 108
621, 9, 17, 122
621, 10, 16, 134
621, 11, 15, 151
621, 12, 14, 172
621, 13, 14, 192
621, 14, 14, 206
621, 15, 14, 208
621, 16, 13, 224
621, 17, 11, 259
621, 18, 9, 304
621, 19, 9, 304
631, 1, 42, 0
631, 2, 31, 11
631, 3, 28, 17
631, 4, 28, 21
631, 5, 24, 39
631, 6, 21, 58
631, 7, 21, 69
631, 8, 17, 106
631, 9, 17, 120
631, 10, 16, 129
631, 11, 16, 131
631, 12, 15, 158
631, 13, 15, 177
631, 14, 15, 191
631, 15, 14, 207
631, 16, 13, 222
631, 17, 12, 241
631, 18, 9, 303
631, 19, 9, 303
641, 1, 40, 0
641, 2, 30, 10
641, 3, 27, 16
641, 4, 29, 17
641, 5, 24, 38
641, 6, 21, 57
641, 7, 21, 69
641, 8, 17, 104
641, 9, 17, 119
641, 10, 16, 129
641, 11, 16, 130
641, 12, 16, 146
641, 13, 15, 171
641, 14, 16, 176
641, 15, 14, 206
641, 16, 13, 221
641, 17, 12, 237
641, 18, 9, 303
641, 19, 9, 303
651, 1, 39, 0
651, 2, 29, 10
651, 3, 26, 16
651, 4, 28, 17
651, 5, 23, 36
651, 6, 20, 57
651, 7, 20, 69
651, 8, 16, 104
651, 9, 16, 117
651, 10, 15, 128
651, 11, 15, 130
651, 12, 16, 146
651, 13, 15, 170
651, 14, 16, 175
651, 15, 14, 205
651, 16, 13, 220
651, 17, 12, 236
651, 18, 9, 298
651, 19, 9, 302
661, 1, 38, 0
661, 2, 28, 10
661, 3, 25, 16
661, 4, 27, 17
661, 5, 23, 36
661, 6, 20, 57
661, 7, 20, 69
661, 8, 16, 104
661, 9, 16, 117
661, 10, 15, 128
661, 11, 15, 129
661, 12, 14, 141
661, 13, 14, 168
661, 14, 14, 173
661, 15, 14, 203
661, 16, 13, 219
661, 17, 12, 235
661, 18, 9, 297
661, 19, 9, 297
671, 1, 37, 0
671, 2, 27, 10
671, 3, 24, 16
671, 4, 27, 16
671, 5, 23, 35
671, 6, 20, 56
671, 7, 20, 69
671, 8, 16, 104
671, 9, 16, 117
671, 10, 15, 128
671, 11, 15, 129
671, 12, 14, 141
671, 13, 14, 164
671, 14, 14, 172
671, 15, 14, 202
671, 16, 13, 217
671, 17, 12, 233
671, 18, 9, 297
671, 19, 9, 297
681, 1, 36, 0
681, 2, 27, 9
681, 3, 24, 15
681, 4, 27, 15
681, 5, 24, 30
681, 6, 20, 56
681, 7, 20, 69
681, 8, 16, 104
681, 9, 16, 117
681, 10, 15, 128
681, 11, 15, 129
681, 12, 14, 141
681, 13, 14, 163
681, 14, 14, 171
681, 15, 14, 201
681, 16, 13, 216
681, 17, 12, 232
681, 18, 10, 274
681, 19, 9, 294
691, 1, 36, 0
691, 2, 27, 9
691, 3, 24, 15
691, 4, 27, 15
691, 5, 24, 30
691, 6, 20, 55
691, 7, 20, 69
691, 8, 16, 104
691, 9, 15, 117
691, 10, 14, 128
691, 11, 14, 129
691, 12, 14, 141
691, 13, 14, 158
691, 14, 14, 161
691, 15, 13, 194
691, 16, 12, 214
691, 17, 12, 230
691, 18, 11, 254
691, 19, 9, 292
701, 1, 36, 0
701, 2, 27, 9
701, 3, 24, 15
701, 4, 26, 15
701, 5, 23, 30
701, 6, 20, 54
701, 7, 20, 68
701, 8, 17, 94
701, 9, 15, 116
701, 10, 14, 127
701, 11, 14, 128
701, 12, 14, 129
701, 13, 13, 153
701, 14, 14, 159
701, 15, 12, 189
701, 16, 12, 205
701, 17, 12, 221
701, 18, 11, 251
701, 19, 9, 290
711, 1, 36, 0
711, 2, 27, 9
711, 3, 24, 15
711, 4, 26, 15
711, 5, 23, 30
711, 6, 20, 53
711, 7, 20, 66
711, 8, 17, 93
711, 9, 16, 107
711, 10, 14, 127
711, 11, 14, 128
711, 12, 14, 129
711, 13, 13, 153
711, 14, 14, 159
711, 15, 13, 174
711, 16, 12, 203
711, 17, 12, 219
711, 18, 11, 246
711, 19, 9, 287
721, 1, 36, 0
721, 2, 27, 9
721, 3, 24, 15
721, 4, 26, 15
721, 5, 23, 30
721, 6, 20, 53
721, 7, 20, 64
721, 8, 17, 92
721, 9, 16, 107
721, 10, 14, 127
721, 11, 14, 128
721, 12, 14, 129
721, 13, 12, 153
721, 14, 14, 159
721, 15, 13, 174
721, 16, 12, 203
721, 17, 12, 216
721, 18, 11, 244
721, 19, 10, 265
731, 1, 36, 0
731, 2, 27, 9
731, 3, 24, 15
731, 4, 26, 15
731, 5, 23, 30
731, 6, 20, 53
731, 7, 19, 64
731, 8, 17, 88
731, 9, 16, 103
731, 10, 14, 125
731, 11, 14, 126
731, 12, 14, 127
731, 13, 12, 151
731, 14, 14, 157
731, 15, 13, 172
731, 16, 11, 201
731, 17, 11, 214
731, 18, 11, 241
731, 19, 10, 262
741, 1, 35, 0
741, 2, 26, 9
741, 3, 23, 15
741, 4, 25, 15
741, 5, 23, 26
741, 6, 20, 52
741, 7, 19, 63
741, 8, 17, 84
741, 9, 16, 103
741, 10, 14, 125
741, 11, 14, 126
741, 12, 14, 127
741, 13, 12, 151
741, 14, 13, 156
741, 15, 13, 168
741, 16, 12, 181
741, 17, 11, 212
741, 18, 11, 241
741, 19, 10, 262
751, 1, 35, 0
751, 2, 26, 9
751, 3, 23, 15
751, 4, 23, 15
751, 5, 23, 24
751, 6, 21, 42
751, 7, 19, 60
751, 8, 18, 73
751, 9, 16, 101
751, 10, 15, 115
751, 11, 14, 126
751, 12, 14, 126
751, 13, 12, 151
751, 14, 13, 156
751, 15, 13, 168
751, 16, 12, 181
751, 17, 12, 199
751, 18, 10, 240
751, 19, 10, 262
761, 1, 35, 0
761, 2, 26, 9
761, 3, 23, 15
761, 4, 23, 15
761, 5, 23, 24
761, 6, 21, 40
761, 7, 19, 59
761, 8, 18, 72
761, 9, 17, 91
761, 10, 15, 114
761, 11, 15, 115
761, 12, 14, 126
761, 13, 12, 150
761, 14, 13, 155
761, 15, 14, 155
761, 16, 12, 181
761, 17, 12, 199
761, 18, 10, 240
761, 19, 10, 262
771, 1, 34, 0
771, 2, 26, 8
771, 3, 23, 14
771, 4, 23, 14
771, 5, 23, 23
771, 6, 22, 34
771, 7, 19, 59
771, 8, 18, 72
771, 9, 16, 91
771, 10, 14, 114
771, 11, 15, 115
771, 12, 14, 126
771, 13, 12, 150
771, 14, 13, 155
771, 15, 14, 155
771, 16, 12, 181
771, 17, 12, 197
771, 18, 10, 235
771, 19, 10, 259
781, 1, 32, 0
781, 2, 24, 8
781, 3, 21, 14
781, 4, 21, 14
781, 5, 20, 22
781, 6, 20, 34
781, 7, 20, 53
781, 8, 17, 71
781, 9, 16, 90
781, 10, 14, 113
781, 11, 15, 113
781, 12, 14, 125
781, 13, 12, 149
781, 14, 12, 155
781, 15, 14, 155
781, 16, 12, 181
781, 17, 12, 197
781, 18, 10, 235
781, 19, 10, 257
791, 1, 32, 0
791, 2, 24, 8
791, 3, 21, 14
791, 4, 21, 14
791, 5, 20, 22
791, 6, 20, 34
791, 7, 18, 52
791, 8, 17, 70
791, 9, 16, 88
791, 10, 14, 113
791, 11, 15, 113
791, 12, 14, 124
791, 13, 12, 149
791, 14, 12, 155
791, 15, 14, 155
791, 16, 12, 177
791, 17, 12, 197
791, 18, 10, 229
791, 19, 10, 250
801, 1, 30, 0
801, 2, 23, 7
801, 3, 20, 13
801, 4, 20, 14
801, 5, 18, 22
801, 6, 19, 34
801, 7, 17, 52
801, 8, 16, 70
801, 9, 16, 88
801, 10, 14, 111
801, 11, 15, 113
801, 12, 14, 124
801, 13, 12, 148
801, 14, 12, 154
801, 15, 14, 155
801, 16, 12, 177
801, 17, 12, 193
801, 18, 10, 228
801, 19, 10, 249
811, 1, 30, 0
811, 2, 23, 7
811, 3, 20, 13
811, 4, 20, 14
811, 5, 18, 22
811, 6, 19, 34
811, 7, 17, 52
811, 8, 16, 70
811, 9, 16, 88
811, 10, 14, 110
811, 11, 15, 113
811, 12, 14, 124
811, 13, 12, 148
811, 14, 12, 153
811, 15, 14, 154
811, 16, 13, 167
811, 17, 12, 193
811, 18, 10, 225
811, 19, 10, 245
821, 1, 30, 0
821, 2, 23, 7
821, 3, 20, 13
821, 4, 20, 14
821, 5, 18, 22
821, 6, 19, 34
821, 7, 17, 52
821, 8, 16, 70
821, 9, 16, 88
821, 10, 14, 110
821, 11, 15, 113
821, 12, 14, 124
821, 13, 12, 148
821, 14, 12, 153
821, 15, 14, 154
821, 16, 13, 167
821, 17, 11, 193
821, 18, 10, 225
821, 19, 10, 244
831, 1, 30, 0
831, 2, 23, 7
831, 3, 20, 13
831, 4, 20, 14
831, 5, 18, 22
831, 6, 19, 33
831, 7, 17, 51
831, 8, 16, 69
831, 9, 15, 87
831, 10, 14, 100
831, 11, 14, 113
831, 12, 14, 124
831, 13, 12, 148
831, 14, 12, 150
831, 15, 13, 154
831, 16, 13, 167
831, 17, 11, 193
831, 18, 10, 224
831, 19, 10, 229
841, 1, 30, 0
841, 2, 23, 7
841, 3, 20, 13
841, 4, 20, 14
841, 5, 18, 22
841, 6, 19, 33
841, 7, 17, 51
841, 8, 16, 69
841, 9, 15, 87
841, 10, 14, 100
841, 11, 13, 111
841, 12, 13, 124
841, 13, 12, 148
841, 14, 12, 150
841, 15, 13, 151
841, 16, 13, 164
841, 17, 11, 193
841, 18, 10, 224
841, 19, 10, 229
851, 1, 29, 0
851, 2, 23, 6
851, 3, 20, 12
851, 4, 20, 13
851, 5, 18, 21
851, 6, 20, 27
851, 7, 17, 51
851, 8, 16, 69
851, 9, 15, 87
851, 10, 14, 100
851, 11, 13, 111
851, 12, 13, 124
851, 13, 11, 147
851, 14, 11, 149
851, 15, 13, 149
851, 16, 13, 164
851, 17, 12, 180
851, 18, 10, 224
851, 19, 10, 229
861, 1, 29, 0
861, 2, 23, 6
861, 3, 20, 12
861, 4, 20, 13
861, 5, 18, 21
861, 6, 20, 27
861, 7, 17, 51
861, 8, 16, 69
861, 9, 15, 80
861, 10, 14, 100
861, 11, 13, 111
861, 12, 13, 124
861, 13, 11, 146
861, 14, 11, 148
861, 15, 13, 148
861, 16, 13, 161
861, 17, 12, 180
861, 18, 10, 219
861, 19, 10, 224
871, 1, 28, 0
871, 2, 23, 5
871, 3, 20, 11
871, 4, 20, 12
871, 5, 18, 21
871, 6, 19, 26
871, 7, 17, 47
871, 8, 16, 69
871, 9, 15, 80
871, 10, 14, 100
871, 11, 13, 110
871, 12, 13, 123
871, 13, 11, 145
871, 14, 11, 147
871, 15, 13, 147
871, 16, 13, 160
871, 17, 12, 179
871, 18, 10, 214
871, 19, 10, 223
881, 1, 28, 0
881, 2, 23, 5
881, 3, 20, 11
881, 4, 20, 12
881, 5, 18, 21
881, 6, 19, 26
881, 7, 17, 46
881, 8, 16, 68
881, 9, 15, 79
881, 10, 14, 98
881, 11, 13, 109
881, 12, 13, 122
881, 13, 11, 144
881, 14, 11, 146
881, 15, 13, 146
881, 16, 13, 159
881, 17, 12, 178
881, 18, 10, 213
881, 19, 10, 221
891, 1, 28, 0
891, 2, 23, 5
891, 3, 20, 11
891, 4, 20, 12
891, 5, 18, 21
891, 6, 19, 26
891, 7, 16, 46
891, 8, 16, 68
891, 9, 15, 79
891, 10, 14, 97
891, 11, 13, 108
891, 12, 13, 121
891, 13, 11, 143
891, 14, 11, 143
891, 15, 13, 146
891, 16, 13, 159
891, 17, 12, 178
891, 18, 10, 213
891, 19, 10, 220
901, 1, 27, 0
901, 2, 22, 5
901, 3, 20, 9
901, 4, 20, 10
901, 5, 19, 16
901, 6, 19, 26
901, 7, 16, 43
901, 8, 16, 66
901, 9, 15, 79
901, 10, 15, 87
901, 11, 13, 108
901, 12, 12, 121
901, 13, 12, 130
901, 14, 11, 143
901, 15, 12, 145
901, 16, 12, 159
901, 17, 12, 178
901, 18, 10, 213
901, 19, 10, 220
911, 1, 26, 0
911, 2, 21, 5
911, 3, 19, 9
911, 4, 19, 10
911, 5, 19, 12
911, 6, 19, 25
911, 7, 17, 36
911, 8, 16, 55
911, 9, 15, 72
911, 10, 15, 80
911, 11, 13, 108
911, 12, 12, 121
911, 13, 12, 130
911, 14, 11, 143
911, 15, 11, 145
911, 16, 12, 146
911, 17, 12, 178
911, 18, 11, 195
911, 19, 11, 202
921, 1, 25, 0
921, 2, 20, 5
921, 3, 18, 9
921, 4, 18, 10
921, 5, 18, 12
921, 6, 18, 25
921, 7, 16, 36
921, 8, 15, 55
921, 9, 14, 72
921, 10, 15, 77
921, 11, 13, 104
921, 12, 12, 117
921, 13, 12, 126
921, 14, 11, 139
921, 15, 11, 144
921, 16, 12, 145
921, 17, 12, 177
921, 18, 11, 194
921, 19, 11, 194
931, 1, 22, 0
931, 2, 18, 4
931, 3, 16, 8
931, 4, 17, 9
931, 5, 17, 10
931, 6, 17, 23
931, 7, 15, 35
931, 8, 14, 54
931, 9, 13, 69
931, 10, 14, 76
931, 11, 12, 103
931, 12, 11, 116
931, 13, 11, 125
931, 14, 10, 138
931, 15, 10, 141
931, 16, 10, 142
931, 17, 11, 157
931, 18, 10, 174
931, 19, 11, 177
941, 1, 22, 0
941, 2, 18, 4
941, 3, 16, 8
941, 4, 17, 8
941, 5, 17, 9
941, 6, 17, 23
941, 7, 15, 35
941, 8, 14, 54
941, 9, 13, 69
941, 10, 14, 74
941, 11, 12, 103
941, 12, 11, 116
941, 13, 11, 125
941, 14, 10, 138
941, 15, 10, 140
941, 16, 10, 142
941, 17, 11, 155
941, 18, 11, 155
941, 19, 12, 155
951, 1, 21, 0
951, 2, 17, 4
951, 3, 16, 6
951, 4, 17, 6
951, 5, 17, 7
951, 6, 18, 16
951, 7, 15, 34
951, 8, 14, 52
951, 9, 13, 67
951, 10, 14, 72
951, 11, 14, 80
951, 12, 11, 115
951, 13, 11, 124
951, 14, 10, 137
951, 15, 10, 139
951, 16, 10, 141
951, 17, 11, 153
951, 18, 11, 153
951, 19, 12, 153
961, 1, 20, 0
961, 2, 16, 4
961, 3, 15, 6
961, 4, 16, 6
961, 5, 17, 7
961, 6, 18, 14
961, 7, 15, 32
961, 8, 15, 43
961, 9, 14, 58
961, 10, 14, 72
961, 11, 14, 79
961, 12, 11, 115
961, 13, 11, 124
961, 14, 10, 137
961, 15, 10, 139
961, 16, 10, 141
961, 17, 11, 150
961, 18, 11, 153
961, 19, 12, 153
971, 1, 20, 0
971, 2, 16, 4
971, 3, 15, 6
971, 4, 16, 6
971, 5, 17, 7
971, 6, 18, 14
971, 7, 15, 32
971, 8, 15, 42
971, 9, 14, 57
971, 10, 14, 72
971, 11, 14, 77
971, 12, 11, 115
971, 13, 11, 124
971, 14, 10, 137
971, 15, 10, 139
971, 16, 10, 141
971, 17, 11, 141
971, 18, 11, 153
971, 19, 12, 153
981, 1, 20, 0
981, 2, 16, 4
981, 3, 15, 6
981, 4, 16, 6
981, 5, 17, 7
981, 6, 18, 14
981, 7, 15, 32
981, 8, 15, 37
981, 9, 14, 50
981, 10, 13, 66
981, 11, 13, 71
981, 12, 11, 114
981, 13, 12, 114
981, 14, 10, 137
981, 15, 10, 139
981, 16, 10, 140
981, 17, 11, 140
981, 18, 11, 150
981, 19, 12, 150
991, 1, 20, 0
991, 2, 16, 4
991, 3, 15, 6
991, 4, 16, 6
991, 5, 17, 7
991, 6, 18, 14
991, 7, 15, 31
991, 8, 15, 37
991, 9, 14, 50
991, 10, 13, 65
991, 11, 13, 70
991, 12, 11, 113
991, 13, 11, 113
991, 14, 10, 136
991, 15, 10, 136
991, 16, 10, 140
991, 17, 11, 140
991, 18, 11, 150
991, 19, 11, 150
