Cluster,person_w_disabilty___1,person_w_disabilty___2,person_w_disabilty___3,person_w_disabilty___4,person_w_disabilty___5,person_w_disabilty___6,person_w_disabilty___7,activities_access___1,activities_access___2,activities_access___3,activities_access___4,activities_access___5,activities_access___6,income,age,zip_cd
C1,0,0,1,0,0,0,0,0,1,0,1,1,0,0.6666666666666666,0.8571428571428571,0.5567715870718765
C3,1,0,0,0,0,1,0,1,1,0,1,1,0,1.0,1.0,0.07678083293133944
C1,1,1,1,1,1,0,0,1,1,0,1,1,0,0.0,0.42857142857142855,0.08930294259527255
C1,1,0,0,1,0,1,0,1,1,0,1,1,0,0.0,0.5714285714285714,0.07498191027496381
C3,0,0,0,1,0,0,0,1,1,0,1,1,0,0.6666666666666666,0.8571428571428571,0.16784249879401833
C3,1,0,1,1,0,0,0,1,1,0,1,1,0,0.3333333333333333,0.8571428571428571,0.08766481749477407
C1,0,0,0,1,0,0,0,1,1,0,1,1,0,1.0,0.2857142857142857,0.44627351664254705
C2,0,0,0,0,0,0,1,1,1,0,1,1,0,0.0,1.0,0.15307927319504744
C2,0,0,0,0,0,0,1,1,1,0,1,1,0,0.0,0.8571428571428571,0.15312952243125905
C3,0,0,0,0,0,0,1,1,1,0,1,1,0,0.8333333333333333,0.8571428571428571,0.9863322077504422
C3,0,0,0,1,0,1,1,1,1,0,1,1,0,0.5,1.0,0.1521446374015115
C3,0,0,0,1,0,1,0,1,1,0,1,1,0,0.8333333333333333,0.8571428571428571,0.6092217398295546
C1,1,1,1,1,1,0,0,1,1,0,1,1,0,0.16666666666666666,0.7142857142857142,0.9417008361472905
C4,0,0,1,0,0,1,0,0,0,1,1,1,0,1.0,0.8571428571428571,0.08592619392185238
C2,0,0,1,0,1,1,0,1,0,1,1,1,0,0.16666666666666666,0.7142857142857142,0.07146446374015115
C4,0,0,1,0,0,0,0,1,0,1,1,1,0,0.16666666666666666,0.2857142857142857,0.07067052580800771
C4,0,0,1,0,0,0,0,1,0,1,1,1,0,1.0,0.8571428571428571,0.07967518893712816
C4,0,0,0,1,1,1,0,1,1,1,1,1,0,0.5,0.42857142857142855,0.05427922495578067
C4,0,0,0,0,0,1,0,1,1,1,1,1,0,0.8333333333333333,0.7142857142857142,0.15678766682746423
C4,0,1,0,0,0,0,0,1,1,1,1,1,0,0.3333333333333333,0.7142857142857142,0.15292852548641261
C4,1,0,1,0,0,0,0,1,1,1,1,1,0,0.0,0.0,0.11775406013828589
C1,1,0,0,1,0,0,0,0,0,0,0,0,1,0.5,0.2857142857142857,0.17197298601061264
C1,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0,0.42857142857142855,0.08584579514391381
C1,0,0,1,1,0,0,0,0,0,0,0,0,1,0.6666666666666666,0.5714285714285714,0.28592820389130086
C1,0,0,0,0,0,1,0,0,0,0,0,0,1,0.6666666666666666,0.42857142857142855,0.9347664415500884
C1,0,0,0,0,0,1,0,0,0,0,0,0,1,0.5,0.14285714285714285,0.9458715227528541
C1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.5714285714285714,0.15302902395883583
C1,0,0,0,1,0,0,0,0,0,0,0,0,1,1.0,0.42857142857142855,0.15312952243125905
C1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.5,0.7142857142857142,0.15284812670847403
C3,0,0,0,0,0,0,1,0,0,0,0,0,1,0.8333333333333333,0.8571428571428571,0.6031516320951922
C1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.6666666666666666,0.42857142857142855,0.6030611834700113
C2,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0.8571428571428571,0.6070308731307285
C1,0,0,0,1,0,0,0,1,0,0,0,0,1,0.6666666666666666,0.5714285714285714,0.19202243125904486
C3,0,0,0,1,1,1,0,1,0,0,0,0,1,1.0,0.8571428571428571,0.5384205660073966
C1,0,0,0,1,0,0,0,1,0,0,0,0,1,0.8333333333333333,0.8571428571428571,0.15197378999839203
C1,0,0,0,1,0,0,0,1,0,0,0,0,1,0.6666666666666666,0.7142857142857142,0.3407702202926515
C3,1,0,0,1,0,0,0,1,0,0,0,0,1,1.0,0.8571428571428571,0.9252793857533366
C2,0,0,0,0,0,0,1,1,0,0,0,0,1,0.0,1.0,0.1574610065926998
C3,0,0,0,0,0,0,1,1,0,0,0,0,1,1.0,0.8571428571428571,0.15292852548641261
C3,0,0,0,0,0,0,1,1,0,0,0,0,1,0.8333333333333333,1.0,0.15281797716674705
C2,0,0,0,0,0,0,1,1,0,0,0,0,1,0.0,0.8571428571428571,0.15285817655571635
C3,0,0,0,0,0,0,1,1,0,0,0,0,1,1.0,1.0,0.8570610226724553
C3,0,0,0,0,0,0,1,1,0,0,0,0,1,1.0,0.8571428571428571,0.8570610226724553
C1,0,0,0,1,0,0,0,1,0,0,0,0,1,0.3333333333333333,0.14285714285714285,0.6092518893712815
C3,1,0,0,0,0,0,1,1,0,0,0,0,1,1.0,0.8571428571428571,0.15307927319504744
C1,0,0,0,1,0,1,0,1,0,0,0,0,1,0.5,0.5714285714285714,0.3016260652838077
C1,0,0,1,0,0,0,0,1,0,0,0,0,1,0.0,0.14285714285714285,0.19908747387039716
C1,0,0,0,1,1,0,0,1,0,0,0,0,1,0.5,0.5714285714285714,0.16592297797073485
C1,0,0,0,1,0,0,0,0,1,0,0,0,1,0.5,0.42857142857142855,0.3246201157742402
C1,0,1,0,0,0,1,0,0,1,0,0,0,1,0.6666666666666666,0.2857142857142857,0.32876065283807687
C1,0,1,0,0,0,0,0,0,1,0,0,0,1,0.5,0.2857142857142857,0.30192756070107735
C3,1,1,0,0,0,0,1,0,1,0,0,0,1,0.8333333333333333,0.8571428571428571,0.6047797073484483
C2,0,1,1,1,1,1,0,1,1,0,0,0,1,0.5,0.7142857142857142,0.08117261617623411
C1,0,0,0,1,0,0,0,1,1,0,0,0,1,0.5,0.2857142857142857,0.10503095352950635
C1,0,0,0,1,0,0,0,1,1,0,0,0,1,0.3333333333333333,0.2857142857142857,0.11629683228814922
C2,0,0,0,0,0,0,1,1,1,0,0,0,1,0.0,1.0,0.15288832609744332
C3,0,0,0,0,0,0,1,1,1,0,0,0,1,0.8333333333333333,1.0,0.15191349091493808
C3,0,0,0,0,0,0,1,1,1,0,0,0,1,1.0,0.8571428571428571,0.8570610226724553
C2,0,0,0,0,0,0,1,1,1,0,0,0,1,0.0,0.8571428571428571,0.8570610226724553
C2,0,0,0,0,1,0,0,1,1,0,0,0,1,0.0,0.8571428571428571,0.5326921530792732
C3,0,0,0,0,0,0,1,1,1,0,0,0,1,0.8333333333333333,1.0,0.8570610226724553
C3,0,0,1,1,1,1,0,1,1,0,0,0,1,1.0,0.7142857142857142,0.8570710725196977
C1,0,0,0,1,0,0,0,0,0,1,0,0,1,0.5,0.42857142857142855,0.2950233156456022
C1,0,0,1,0,0,1,0,1,0,1,0,0,1,0.5,0.2857142857142857,0.0787305032963499
C1,0,0,0,1,0,0,0,1,0,1,0,0,1,0.8333333333333333,0.42857142857142855,0.15116980221900628
C1,0,1,1,0,0,0,0,1,0,1,0,0,1,1.0,0.7142857142857142,0.1528280270139894
C1,0,1,1,1,1,1,0,1,0,1,0,0,1,0.5,0.14285714285714285,0.5538671812188455
C4,0,0,1,0,1,1,0,0,1,1,0,0,1,0.8333333333333333,0.5714285714285714,0.0854337514069786
C2,0,0,1,0,0,1,0,0,0,0,1,0,1,0.5,0.42857142857142855,0.02920485608618749
C3,0,0,0,1,0,0,1,0,0,0,1,0,1,1.0,0.8571428571428571,0.15313957227850136
C3,0,1,0,0,0,0,1,0,0,0,1,0,1,1.0,1.0,0.8570610226724553
C3,0,1,0,0,0,0,1,0,0,0,1,0,1,1.0,1.0,0.8570610226724553
C2,0,0,0,1,0,0,0,1,0,0,1,0,1,0.0,0.7142857142857142,0.1318338961247789
C3,0,0,0,1,0,0,0,1,0,0,1,0,1,0.3333333333333333,0.7142857142857142,0.33470011255828913
C5,0,0,0,1,0,0,0,1,0,0,1,0,1,1.0,0.7142857142857142,0.7558088117060621
C3,0,0,0,1,0,0,0,1,0,0,1,0,1,0.3333333333333333,1.0,0.15195369030390737
C5,0,0,0,1,0,0,0,1,0,0,1,0,1,0.6666666666666666,0.8571428571428571,0.9619914777295385
C2,0,0,0,1,1,0,0,1,0,0,1,0,1,0.16666666666666666,0.8571428571428571,0.5026330599774883
C3,1,0,0,1,0,0,0,1,0,0,1,0,1,0.3333333333333333,1.0,0.15195369030390737
C3,0,0,0,1,0,0,0,1,0,0,1,0,1,0.6666666666666666,0.8571428571428571,0.4342438494934877
C3,0,0,0,1,0,0,0,1,0,0,1,0,1,0.5,0.7142857142857142,0.152878276250201
C3,0,0,0,1,0,0,0,1,0,0,1,0,1,0.8333333333333333,0.7142857142857142,0.07764511979417912
C3,0,0,0,1,0,0,0,1,0,0,1,0,1,1.0,0.42857142857142855,0.33306198745779064
C2,0,0,0,0,1,0,0,1,0,0,1,0,1,0.16666666666666666,0.7142857142857142,0.5381291204373694
C1,0,0,1,1,0,1,0,1,0,0,1,0,1,0.0,0.2857142857142857,0.6037345232352468
C3,0,0,0,1,0,0,1,1,0,0,1,0,1,0.3333333333333333,1.0,0.15286822640295866
C3,0,0,0,0,0,0,1,1,0,0,1,0,1,1.0,1.0,0.8570610226724553
C2,0,0,0,1,1,0,0,1,0,0,1,0,1,0.0,0.7142857142857142,0.9261336227689339
C1,0,1,1,0,0,0,0,0,1,0,1,0,1,0.8333333333333333,0.8571428571428571,0.9790561183470011
C3,0,0,0,1,0,0,0,0,1,0,1,0,1,0.5,0.8571428571428571,0.27542611352307445
C3,0,0,1,1,0,0,0,0,1,0,1,0,1,0.6666666666666666,0.7142857142857142,0.46461448785978454
C1,1,0,0,0,0,0,0,1,1,0,1,0,1,1.0,0.42857142857142855,0.9861513105000804
C3,0,0,0,1,0,0,0,1,1,0,1,0,1,0.5,0.7142857142857142,0.07640898858337353
C3,0,0,0,1,0,0,0,1,1,0,1,0,1,0.8333333333333333,0.42857142857142855,0.08860950313555234
C2,0,0,0,1,0,1,0,1,1,0,1,0,1,0.16666666666666666,0.42857142857142855,0.08115251648174948
C3,0,0,0,1,0,0,0,1,1,0,1,0,1,0.8333333333333333,0.5714285714285714,0.301605965589323
C3,0,0,0,1,1,1,0,1,1,0,1,0,1,0.5,0.8571428571428571,0.6254421932786621
C5,0,0,0,1,0,0,0,1,1,0,1,0,1,0.8333333333333333,0.5714285714285714,0.9236915098890497
C4,0,0,0,0,1,0,0,1,1,0,1,0,1,0.5,0.2857142857142857,0.32985608618748996
C4,0,0,0,0,1,0,0,1,1,0,1,0,1,0.5,0.2857142857142857,0.11760331242965107
C3,0,0,0,1,0,0,0,1,1,0,1,0,1,0.5,0.7142857142857142,0.152878276250201
C2,0,0,0,1,1,0,0,1,1,0,1,0,1,0.0,0.8571428571428571,0.15288832609744332
C2,0,0,0,1,1,1,0,1,1,0,1,0,1,0.0,0.8571428571428571,0.16185278983759446
C5,0,0,0,1,0,0,0,1,1,0,1,0,1,0.5,0.7142857142857142,0.9586247789033606
C3,0,0,1,1,1,0,0,1,1,0,1,0,1,0.8333333333333333,0.42857142857142855,0.29602830036983435
C3,0,0,0,0,0,0,1,1,1,0,1,0,1,0.8333333333333333,0.8571428571428571,0.15296872487538188
C2,1,0,0,0,0,0,1,1,1,0,1,0,1,0.0,1.0,0.1571997105643994
C2,0,0,0,0,0,0,1,1,1,0,1,0,1,0.0,1.0,0.15089845634346358
C3,0,0,0,0,0,0,1,1,1,0,1,0,1,0.5,0.8571428571428571,0.15290842579192795
C3,0,0,0,0,0,0,1,1,1,0,1,0,1,0.8333333333333333,0.8571428571428571,0.15312952243125905
C3,0,0,0,1,0,0,1,1,1,0,1,0,1,0.5,1.0,0.15286822640295866
C3,1,0,0,0,0,0,1,1,1,0,1,0,1,0.8333333333333333,0.8571428571428571,0.16683751406978614
C3,0,0,0,0,0,0,1,1,1,0,1,0,1,0.8333333333333333,1.0,0.8570610226724553
C3,1,1,0,1,0,0,1,1,1,0,1,0,1,0.6666666666666666,1.0,0.8570610226724553
C3,0,0,0,0,0,0,1,1,1,0,1,0,1,1.0,1.0,0.8570610226724553
C3,0,0,0,0,0,0,1,1,1,0,1,0,1,1.0,1.0,0.8570610226724553
C3,0,0,0,0,0,0,1,1,1,0,1,0,1,1.0,0.8571428571428571,0.8570610226724553
C3,0,0,0,0,0,0,1,1,1,0,1,0,1,1.0,1.0,0.8570610226724553
C5,0,0,0,1,0,0,0,1,1,0,1,0,1,0.6666666666666666,0.2857142857142857,0.607925309535295
C5,0,0,0,1,0,1,0,1,1,0,1,0,1,0.6666666666666666,0.5714285714285714,0.6031214825534652
C3,0,0,0,0,0,0,1,1,1,0,1,0,1,1.0,1.0,0.8570610226724553
C3,0,0,0,0,0,0,1,1,1,0,1,0,1,1.0,1.0,0.8570610226724553
C3,0,0,0,0,0,0,1,1,1,0,1,0,1,1.0,1.0,0.8570610226724553
C1,1,0,0,0,0,0,0,0,0,1,1,0,1,0.8333333333333333,0.42857142857142855,0.12266843543978131
C2,0,0,1,0,0,1,0,0,0,1,1,0,1,0.6666666666666666,0.7142857142857142,0.08245899662325132
C1,0,0,0,1,1,0,0,1,0,1,1,0,1,0.6666666666666666,0.7142857142857142,0.8570710725196977
C3,0,0,0,0,0,0,1,0,1,1,1,0,1,0.6666666666666666,0.8571428571428571,0.15296872487538188
C4,0,1,1,0,0,1,0,1,1,1,1,0,1,0.0,0.5714285714285714,0.08582569544942917
C3,0,0,0,1,0,0,0,1,1,1,1,0,1,0.6666666666666666,0.7142857142857142,0.08860950313555234
C5,0,0,1,0,0,1,0,1,1,1,1,0,1,0.0,0.5714285714285714,0.8132135391542048
C4,0,0,0,0,1,0,0,1,1,1,1,0,1,0.5,0.42857142857142855,0.07669038430615854
C4,0,0,1,0,0,1,0,1,1,1,1,0,1,0.16666666666666666,0.14285714285714285,0.15075775848207107
C2,0,0,0,1,1,0,0,1,1,1,1,0,1,0.0,0.7142857142857142,0.1850277375783888
C4,0,0,1,0,0,1,0,1,1,1,1,0,1,0.16666666666666666,0.42857142857142855,0.15297877472262422
C4,0,0,1,1,0,0,0,1,1,1,1,0,1,0.5,0.5714285714285714,0.08926274320630326
C4,0,0,1,1,0,0,0,1,1,1,1,0,1,0.16666666666666666,0.42857142857142855,0.1966252612960283
C2,0,0,0,1,0,0,0,1,1,1,1,0,1,0.0,0.7142857142857142,0.6046892587232674
C1,0,0,1,0,0,0,0,1,1,1,1,0,1,1.0,0.2857142857142857,0.353865171249397
C1,0,0,1,1,0,0,0,0,0,0,0,1,1,0.8333333333333333,0.2857142857142857,0.3362477890336067
C3,0,0,0,1,1,1,0,0,0,0,0,1,1,1.0,0.5714285714285714,0.9505346518732916
C3,1,0,0,1,1,1,0,0,0,0,0,1,1,0.5,0.8571428571428571,0.5330036983437851
C5,0,0,0,1,0,0,0,0,0,0,0,1,1,0.5,0.8571428571428571,0.8482171570992121
C1,0,0,0,1,0,0,0,0,0,0,0,1,1,0.8333333333333333,0.42857142857142855,0.1531094227367744
C1,0,0,1,0,0,0,0,0,0,0,0,1,1,1.0,0.8571428571428571,0.43436444766039556
C3,0,0,0,1,0,0,0,1,0,0,0,1,1,1.0,0.8571428571428571,0.08794621321755909
C3,1,0,0,1,0,0,0,1,0,0,0,1,1,1.0,0.7142857142857142,0.6637622608136357
C2,0,0,0,1,1,1,0,1,0,0,0,1,1,0.0,0.5714285714285714,0.9276109503135552
C1,0,0,1,0,0,0,0,1,0,0,0,1,1,0.6666666666666666,0.5714285714285714,0.20848408104196817
C1,0,0,0,0,1,0,0,1,0,0,0,1,1,0.6666666666666666,0.5714285714285714,0.1915802379803827
C4,1,1,0,0,0,0,0,1,0,0,0,1,1,0.6666666666666666,0.42857142857142855,0.1125683389612478
C2,0,0,0,0,0,0,1,1,0,0,0,1,1,0.5,0.8571428571428571,0.15299887441710885
C2,0,0,0,0,0,0,1,1,0,0,0,1,1,0.0,0.8571428571428571,0.15316972182022834
C3,1,0,0,1,0,1,1,1,0,0,0,1,1,1.0,0.8571428571428571,0.6092016401350699
C3,0,1,0,1,1,1,0,1,0,0,0,1,1,0.6666666666666666,0.5714285714285714,0.6042571152918476
C4,1,0,1,1,1,1,0,1,0,0,0,1,1,0.6666666666666666,0.5714285714285714,0.16776210001607975
C5,0,1,0,0,0,0,0,0,1,0,0,1,1,0.6666666666666666,0.8571428571428571,0.9182243929892265
C4,0,0,0,1,1,1,0,0,1,0,0,1,1,0.5,0.2857142857142857,0.11429691268692715
C5,0,0,0,1,0,0,0,0,1,0,0,1,1,0.6666666666666666,0.8571428571428571,0.8041485769416304
C5,0,0,0,1,0,0,0,1,1,0,0,1,1,0.5,0.42857142857142855,0.837162325132658
C3,0,0,0,1,0,0,0,1,1,0,0,1,1,0.6666666666666666,0.8571428571428571,0.08128316449589966
C4,0,0,1,0,0,1,0,1,1,0,0,1,1,0.5,0.8571428571428571,0.08123291525968805
C4,1,0,1,1,1,1,0,1,1,0,0,1,1,0.6666666666666666,0.8571428571428571,0.03119472584016723
C1,0,0,0,1,0,0,0,1,1,0,0,1,1,0.8333333333333333,0.42857142857142855,0.11160355362598488
C4,0,1,0,0,0,0,0,1,1,0,0,1,1,0.6666666666666666,0.42857142857142855,0.10754341534008682
C4,1,1,0,0,0,0,0,1,1,0,0,1,1,0.6666666666666666,0.42857142857142855,0.4842317896767969
C5,0,0,0,1,0,0,0,1,1,0,0,1,1,0.5,0.2857142857142857,0.9557505225920566
C5,0,0,0,1,0,0,0,1,1,0,0,1,1,0.5,0.7142857142857142,0.7615070750924586
C3,0,0,0,1,1,1,0,1,1,0,0,1,1,1.0,0.7142857142857142,0.13919038430615854
C3,0,0,0,1,1,1,0,1,1,0,0,1,1,1.0,0.7142857142857142,0.13919038430615854
C3,0,0,0,1,0,0,1,1,1,0,0,1,1,0.8333333333333333,0.8571428571428571,0.17816369191188294
C3,0,0,0,0,0,0,1,1,1,0,0,1,1,0.8333333333333333,0.8571428571428571,0.8570610226724553
C2,0,0,0,1,0,0,0,1,1,0,0,1,1,0.0,0.8571428571428571,0.5474754783727287
C5,1,0,1,1,0,0,1,1,1,0,0,1,1,0.0,0.7142857142857142,0.9261336227689339
C2,0,0,0,1,0,0,0,1,1,0,0,1,1,0.0,1.0,0.5558872005145522
C4,0,0,1,1,1,1,1,1,1,0,0,1,1,0.6666666666666666,0.2857142857142857,0.5538772310660878
C1,0,0,0,1,0,0,0,0,0,1,0,1,1,0.5,0.2857142857142857,0.10088036661842739
C2,0,1,1,1,1,1,0,1,0,1,0,1,1,0.0,0.7142857142857142,0.8550711529184756
C1,1,0,0,0,0,0,0,1,0,1,0,1,1,0.6666666666666666,0.2857142857142857,0.1128999839202444
C1,0,0,1,0,0,0,0,1,0,1,0,1,1,0.8333333333333333,0.42857142857142855,0.5561886959318219
C1,0,1,1,0,0,0,0,1,0,1,0,1,1,0.6666666666666666,0.42857142857142855,0.08920244412284933
C1,1,0,0,0,0,0,0,1,0,1,0,1,1,1.0,0.5714285714285714,0.9458614729056118
C4,0,0,1,0,0,1,0,0,1,1,0,1,1,1.0,0.8571428571428571,0.07800691429490271
C4,0,0,0,0,0,1,0,1,1,1,0,1,1,0.6666666666666666,0.7142857142857142,0.08777536581443962
C5,0,1,0,0,0,0,0,1,1,1,0,1,1,0.0,0.2857142857142857,0.9499015114970252
C4,0,0,0,1,1,0,0,1,1,1,0,1,1,0.16666666666666666,0.42857142857142855,0.0860266923942756
C4,0,0,0,0,0,1,0,1,1,1,0,1,1,1.0,0.0,0.08802661199549766
C3,0,0,0,0,0,0,1,1,1,1,0,1,1,1.0,1.0,0.8570610226724553
C4,0,0,0,1,0,0,0,1,1,1,0,1,1,1.0,0.14285714285714285,0.6049204052098408
C5,1,0,1,1,1,1,0,1,1,1,0,1,1,0.0,0.14285714285714285,0.8041586267888728
C3,0,0,0,1,1,0,0,0,0,0,1,1,1,1.0,0.8571428571428571,0.17097805113362277
C2,0,0,0,0,0,1,0,0,0,0,1,1,1,0.3333333333333333,0.8571428571428571,0.1338941148094549
C2,0,0,0,1,0,0,0,0,0,0,1,1,1,0.0,0.5714285714285714,0.6095935841775205
C2,0,0,0,1,0,0,1,0,0,0,1,1,1,0.0,0.8571428571428571,0.5095473548802059
C2,0,0,0,1,0,0,0,1,0,0,1,1,1,0.5,0.7142857142857142,0.08794621321755909
C5,0,0,0,1,0,0,0,1,0,0,1,1,1,0.5,0.8571428571428571,0.9299324650265316
C2,0,0,0,0,0,1,0,1,0,0,1,1,1,0.5,0.7142857142857142,0.1712694967036501
C2,0,0,0,1,1,1,0,1,0,0,1,1,1,0.5,0.8571428571428571,0.47957871040360184
C2,0,0,0,1,1,1,0,1,0,0,1,1,1,0.0,0.7142857142857142,0.533968483679048
C5,0,0,0,1,0,0,0,1,0,0,1,1,1,0.5,0.8571428571428571,0.357704212895964
C5,0,1,0,1,0,0,0,1,0,0,1,1,1,1.0,0.8571428571428571,0.7914556198745779
C5,0,0,0,1,0,0,0,1,0,0,1,1,1,0.8333333333333333,1.0,0.8064700916546068
C2,0,0,0,1,1,0,0,1,0,0,1,1,1,0.16666666666666666,0.7142857142857142,0.152878276250201
C5,0,0,1,1,0,0,0,1,0,0,1,1,1,0.16666666666666666,0.5714285714285714,0.6552600900466313
C2,0,0,0,0,0,1,0,1,0,0,1,1,1,0.0,0.5714285714285714,0.08375542691751085
C2,0,1,0,1,0,0,0,1,0,0,1,1,1,0.3333333333333333,0.8571428571428571,0.0705298279466152
C2,0,1,0,1,0,0,0,1,0,0,1,1,1,0.16666666666666666,0.5714285714285714,0.0705298279466152
C2,0,0,0,1,0,0,0,1,0,0,1,1,1,0.5,0.42857142857142855,0.08926274320630326
C2,0,0,0,1,1,1,0,1,0,0,1,1,1,0.0,0.5714285714285714,0.1690685801575816
C5,0,0,0,1,0,0,0,1,0,0,1,1,1,0.6666666666666666,0.7142857142857142,0.8545184113201479
C3,0,0,0,0,0,0,1,1,0,0,1,1,1,0.6666666666666666,0.8571428571428571,0.15218483679048078
C3,0,0,0,0,0,0,1,1,0,0,1,1,1,0.6666666666666666,0.8571428571428571,0.15292852548641261
C3,0,0,0,1,1,1,1,1,0,0,1,1,1,0.8333333333333333,0.8571428571428571,0.15280792731950474
C3,0,0,0,0,0,0,1,1,0,0,1,1,1,0.6666666666666666,0.8571428571428571,0.15281797716674705
C2,0,0,1,0,0,0,0,1,0,0,1,1,1,0.5,1.0,0.15292852548641261
C3,0,0,0,0,0,0,1,1,0,0,1,1,1,0.6666666666666666,0.8571428571428571,0.15295867502813956
C3,1,0,0,1,0,0,1,1,0,0,1,1,1,1.0,0.5714285714285714,0.5027235086026692
C3,0,0,0,1,0,0,1,1,0,0,1,1,1,0.8333333333333333,0.8571428571428571,0.6047797073484483
C1,0,0,0,0,1,1,0,1,0,0,1,1,1,0.3333333333333333,0.2857142857142857,0.603553625984885
C5,0,0,0,1,0,0,0,1,0,0,1,1,1,0.0,0.8571428571428571,0.613854719408265
C1,0,0,0,0,0,1,0,1,0,0,1,1,1,0.3333333333333333,0.2857142857142857,0.6031516320951922
C5,0,0,0,1,0,0,0,1,0,0,1,1,1,0.6666666666666666,0.8571428571428571,0.6040159189580319
C3,0,0,0,1,1,0,1,1,0,0,1,1,1,0.6666666666666666,1.0,0.6092217398295546
C5,0,0,0,0,0,0,1,1,0,0,1,1,1,0.0,0.8571428571428571,0.8570610226724553
C5,0,0,0,1,0,0,0,1,0,0,1,1,1,0.16666666666666666,1.0,0.9405752532561504
C2,0,0,0,1,1,0,1,1,0,0,1,1,1,0.0,0.8571428571428571,0.15286822640295866
C1,1,1,0,0,0,0,0,1,0,0,1,1,1,0.6666666666666666,0.2857142857142857,0.9568158063997427
C3,0,0,0,0,0,0,1,1,0,0,1,1,1,0.6666666666666666,0.8571428571428571,0.5558872005145522
C2,0,0,0,1,1,0,0,0,1,0,1,1,1,0.0,0.5714285714285714,0.15301897411159351
C3,0,1,0,1,0,0,0,0,1,0,1,1,1,0.6666666666666666,0.8571428571428571,0.43337956263064803
